Brand,Media L1,Media L2,Message,Objective,Cost Type,Confirm VAT,Confirm CTC,wc Mon,Impressions,Clicks,Spend,Comment
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-04-11,1528453,329,1191.6348884,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-04-11,3092968,31636,10446.7436502,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-04-11,361491,2044,1087.0576354000002,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-04-11,1216454,3,2704.7498698,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-04-18,1574759,316,1194.6639144,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-04-18,3063632,36624,10455.232394199998,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-04-18,366648,1817,1086.9235674000001,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-04-18,1174744,0,2714.8295658,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-04-25,1462308,267,1187.1397384,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-04-25,2618879,33957,10420.3046662,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-04-25,335862,1647,1081.9686262,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-04-25,1140075,7,2705.521214,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-05-02,1626514,29546,5498.349188200001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-05-02,342035,1707,992.5341668,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-05-09,1492692,24501,5478.972886200001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-05-09,326976,1588,991.2915628000001,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-05-16,1591845,22294,5480.904354200002,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-05-16,309333,1577,990.1041348,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-05-23,1378469,20549,5463.174488200001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-05-23,291571,1506,988.7834528000001,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-05-30,1375905,16636,5459.315378,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-05-30,158764,713,493.9657096,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-06-06,1486651,19461,5472.528864,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-06-06,151202,674,493.3851076,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-06-13,1227577,15596,5447.352129999999,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-06-13,156716,755,493.9183216,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-06-20,1222570,15267,5446.334058,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-06-20,161788,706,494.77668900000003,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-06-27,1958318,25024,7206.413594600001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-06-27,192143,810,497.846327,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-07-04,1748905,24128,5315.9646144,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-07-04,209416,849,498.91930659999997,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-07-11,2276602,34612,7040.4146208,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-07-11,203800,825,498.64703899999995,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-07-18,1576526,24916,5512.727407,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-07-18,211050,928,498.6723412,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-07-25,1958178,22989,6508.674220399998,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-07-25,211773,944,499.31586100000004,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-08-01,1897880,20038,6488.563608999999,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-08-01,207262,920,497.5992076,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-08-08,2242534,29923,6532.649501399999,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-08-08,198775,798,495.0439472,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-08-15,1959352,22081,6497.5697094,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-08-15,224788,1011,498.94611360000005,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-08-22,2792436,30923,10464.911021400001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-08-22,227696,974,498.837889,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-08-29,2212807,20363,6018.311615799999,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-09-05,875562,10512,2707.6526422,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-09-12,2000660,22854,6009.5161038,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-09-19,2942157,933,2921.3163936,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-09-19,1721642,20233,7537.391444,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-09-26,2665071,764,2902.6755076,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-09-26,1456975,32088,5992.9213432,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-10-03,3055870,968,2928.8946016,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-10-03,2157838,29585,6033.957641800001,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-10-10,2869368,820,2916.2761496,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-10-10,1944970,33234,6027.534763799999,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-10-17,2783880,943,2910.8910116,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-10-17,3262230,33183,10654.972002399998,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-10-24,3066332,1165,3384.1941672,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-10-24,2777073,27300,8502.298118600002,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-10-31,2397984,1002,2817.2447534,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-10-31,3686249,41097,7063.732984,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-11-07,2195217,838,2803.5193713999997,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-11-07,2721339,32451,7062.078203399999,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-11-14,2041621,794,2793.2900753999998,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-11-14,2491497,35958,9005.3578318,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-11-21,1852045,850,2780.8950993999997,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-11-21,2404971,43760,13886.6961728,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-11-28,2114488,910,2798.3417373999996,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-11-28,1308418,23376,6031.1929194,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-12-05,2241420,993,2806.8927194,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-12-05,888420,14110,2994.7084992,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-12-12,2281005,1076,2805.4451700000004,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-12-12,1145798,17146,4502.7819452,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-12-19,4542789,2201,4608.815655400001,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-12-19,6198479,44368,16080.863405200002,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-12-26,4253779,2038,3826.827114,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-12-26,10007131,93988,25021.454174200004,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2023-01-02,4632947,2301,3852.401872000001,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2023-01-02,6491128,64563,15984.797158000001,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2023-01-09,3985310,1943,3677.33817,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2023-01-09,5468413,53992,15013.463718,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2023-01-16,4041842,1913,3951.8952,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2023-01-16,5058088,39107,11048.449697999997,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2023-01-23,3896636,1955,3913.7507640000003,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2023-01-23,3067468,25084,5144.667352,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2023-01-30,3092807,1455,2912.8586014,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2023-01-30,1824622,22010,4991.065772000001,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2023-02-06,2809594,1273,2840.743774,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2023-02-06,2596588,22888,4930.317128000001,
